GAME_ID,COUNT
0022400877,0
0022400878,1
0022400879,1
0022400872,0
0022400866,0
0022400870,0
0022400871,1
0022400868,0
0022400873,1
0022400869,0
0022400874,0
0022400867,2
0022400865,0
0022400860,0
0022400862,0
0022400863,1
0022400864,1
0022400861,0
0022400856,0
0022400852,2
0022400855,0
0022400859,0
0022400851,0
0022400858,0
0022400857,0
0022400850,1
0022400854,0
0022400853,0
0022400849,1
0022400845,2
0022400847,0
0022400848,1
0022400846,1
0022400839,0
0022400841,0
0022400840,0
0022400836,0
0022400837,1
0022400838,0
0022400844,0
0022400842,0
0022400843,0
0022400833,1
0022400834,0
0022400829,0
0022400835,0
0022400832,0
0022400830,0
0022400831,0
0022400822,1
0022400826,0
0022400824,0
0022400825,1
0022400828,1
0022400821,0
0022400823,0
0022400827,0
0022400820,0
0022400819,0
0022400813,1
0022400811,0
0022400814,2
0022400815,0
0022400818,0
0022400812,0
0022400817,1
0022400816,0
0022400810,0
0022400806,0
0022400809,0
0022400807,0
0022400808,0
0022400802,0
0022400803,0
0022400801,0
0022400804,0
0022400805,0
0022400800,0
0022400798,0
0022400797,0
0022400799,0
0022400795,0
0022400791,0
0022400789,0
0022400794,0
0022400796,1
0022400788,1
0022400793,1
0022400792,1
0022400790,0
0022400524,0
0022400786,1
0022400785,3
0022401004,1
0022400784,0
0022400787,0
0022400773,2
0022400780,2
0022400772,0
0022400776,0
0022400782,1
0022400778,0
0022400783,0
0022400770,0
0022400781,0
0022400777,0
0022400779,0
0022400771,1
0022400774,0
0022400775,0
0022400769,0
0022400767,0
0022400764,0
0022400766,0
0022400765,1
0022400757,1
0022400756,0
0022400763,1
0022400755,1
0022400768,0
0022400761,0
0022400759,0
0022400760,0
0022400762,1
0022400758,0
0022400754,1
0022400752,0
0022400753,0
0022400749,0
0022400745,0
0022400743,0
0022400742,1
0022400744,1
0022400750,1
0022400746,0
0022400748,1
0022400741,0
0022400747,0
0022400751,0
0022400739,0
0022400738,0
0022400737,0
0022400740,2
0022400734,0
0022400736,0
0022400735,1
0022400729,1
0022400730,1
0022400733,0
0022400731,1
0022400732,0
0022400728,0
0022400721,0
0022400718,0
0022400717,0
0022400719,1
0022400720,0
0022400726,1
0022400723,1
0022400725,0
0022400727,0
0022400722,0
0022400724,1
0022400711,0
0022400716,0
0022400713,0
0022400714,0
0022400710,0
0022400712,2
0022400715,0
0022400703,0
0022400702,2
0022400708,0
0022400705,0
0022400706,2
0022400700,1
0022400709,0
0022400701,1
0022400707,0
0022400704,0
0022400695,1
0022400697,0
0022400698,1
0022400696,0
0022400699,0
0022400686,1
0022400690,0
0022400689,0
0022400688,1
0022400691,1
0022400687,0
0022400692,2
0022400694,0
0022400693,0
0022400681,2
0022400680,1
0022400679,0
0022400683,1
0022400684,0
0022400682,0
0022400685,1
0022400676,0
0022400677,1
0022400678,0
0022400675,0
0022400674,0
0022400668,1
0022400673,1
0022400666,0
0022400670,0
0022400669,0
0022400667,0
0022400671,1
0022400672,0
0022400663,0
0022400664,0
0022400665,0
0022400662,0
0022400661,0
0022400532,0
0022400660,1
0022400656,0
0022400652,1
0022400658,1
0022400654,0
0022400657,0
0022400648,1
0022400649,0
0022400650,0
0022400653,1
0022400651,1
0022400655,1
0022400659,0
0022400647,0
0022400642,0
0022400643,0
0022400633,0
0022400638,1
0022400636,0
0022400646,2
0022400640,1
0022400641,2
0022400634,0
0022400635,0
0022400644,0
0022400637,0
0022400639,0
0022400645,1
0022400632,0
0022400630,0
0022400631,0
0022400624,1
0022400629,0
0022400628,0
0022400622,1
0022400623,0
0022400983,0
0022400625,0
0022400621,0
0022400626,1
0022400616,0
0022400618,1
0022400612,1
0022400620,0
0022400613,0
0022400614,0
0022400615,0
0022400619,0
0022400608,0
0022400609,1
0022400610,1
0022400607,0
0022400606,0
0022400603,0
0022400601,0
0022400604,0
0022400605,1
0022400602,0
0022400600,1
0022400599,1
0022400611,0
0022400595,0
0022400598,0
0022400592,0
0022400594,1
0022400593,1
0022400596,0
0022400597,0
0022400590,0
0022400589,0
0022400588,0
0022400587,0
0022400591,0
0022400586,0
0022400582,0
0022400577,0
0022400579,1
0022400581,0
0022400580,0
0022400585,0
0022400584,1
0022400578,0
0022400583,0
0022400573,0
0022400572,0
0022400574,1
0022400575,0
0022400576,0
0022400563,0
0022400569,0
0022400562,0
0022400564,0
0022400571,0
0022400566,0
0022400570,0
0022400568,0
0022400561,0
0022400565,0
0022400567,1
0022400554,0
0022400558,1
0022400556,2
0022400560,0
0022400557,0
0022400555,0
0022400559,1
0022400548,1
0022400551,1
0022400552,0
0022400553,0
0022400549,1
0022400550,0
0022400540,0
0022400547,0
0022400541,0
0022400545,0
0022400543,0
0022400544,0
0022400539,2
0022400542,0
0022400546,0
0022400534,1
0022400535,0
0022400533,0
0022400536,0
0022400527,1
0022400528,1
0022400529,0
0022400531,2
0022400526,1
0022400530,0
0022400525,0
0022400519,0
0022400517,1
0022400520,0
0022400518,0
0022400522,0
0022400521,0
0022400523,0
0022400509,0
0022400512,0
0022400510,0
0022400513,0
0022400514,0
0022400511,0
0022400515,0
0022400516,0
0022400503,0
0022400508,0
0022400502,1
0022400506,1
0022400505,1
0022400507,0
0022400504,0
0022400501,1
0022400493,0
0022400500,0
0022400496,0
0022400499,0
0022400498,1
0022400497,0
0022400494,1
0022400495,0
0022400490,0
0022400489,0
0022400491,0
0022400492,0
0022400488,0
0022400487,0
0022400483,0
0022400480,0
0022400485,0
0022400484,2
0022400482,1
0022400481,0
0022400486,0
0022400479,3
0022400478,0
0022400477,0
0022400470,0
0022400473,1
0022400471,0
0022400474,0
0022400472,1
0022400476,0
0022400475,2
0022400469,0
0022400463,1
0022400464,0
0022400465,0
0022400467,1
0022400466,0
0022400468,0
0022400457,0
0022400462,1
0022400460,1
0022400461,1
0022400458,1
0022400455,0
0022400456,0
0022400459,0
0022400450,0
0022400452,1
0022400451,0
0022400454,1
0022400453,0
0022400449,0
0022400448,0
0022400444,1
0022400447,1
0022400446,0
0022400443,1
0022400442,0
0022400445,1
0022400440,0
0022400439,0
0022400437,0
0022400438,2
0022400441,0
0022400436,0
0022400430,1
0022400428,0
0022400433,0
0022400431,0
0022400429,1
0022400434,1
0022400435,1
0022400432,0
0022400427,0
0022400422,0
0022400421,0
0022400425,0
0022400424,1
0022400426,0
0022400423,0
0022400419,0
0022400420,1
0022400417,0
0022400415,0
0022400411,0
0022400410,1
0022400418,1
0022400413,1
0022400414,0
0022400416,0
0022400412,0
0022400409,0
0022400408,2
0022400405,2
0022400407,2
0022400406,0
0022400395,1
0022400396,0
0022400399,0
0022400393,0
0022400402,0
0022400391,0
0022400394,1
0022400398,0
0022400401,0
0022400400,1
0022400403,0
0022400404,1
0022400397,0
0022400392,0
0022400390,2
0022400388,0
0022400389,1
0022400377,0
0022400385,0
0022400384,0
0022400386,1
0022400381,1
0022400378,1
0022400382,0
0022400387,1
0022400380,0
0022400376,0
0022400383,1
0022400379,0
0022400373,0
0022400374,0
0022400375,0
0022400370,1
0022400372,0
0022400368,0
0022400363,0
0022400366,0
0022400365,0
0022400360,0
0022400361,0
0022400367,1
0022400371,0
0022400369,0
0022400364,0
0022400362,1
0022401224,0
0022401223,0
0022401226,1
0022401225,1
0022401222,1
0022401221,3
0022401220,1
0022401227,1
0022401217,0
0022401219,0
0022401218,1
0022401216,0
0022401228,1
0022401230,0
0022401229,1
0022401209,1
0022401208,0
0022401212,0
0022401210,0
0022401213,0
0022401214,0
0022401211,0
0022401215,0
0022401205,0
0022401207,1
0022401206,0
0022401204,0
0022401202,0
0022401203,0
0022401201,0
0022400359,0
0022400351,0
0022400358,0
0022400350,1
0022400347,1
0022400356,0
0022400357,0
0022400354,0
0022400353,0
0022400349,0
0022400348,1
0022400352,0
0022400355,0
0022400345,0
0022400346,0
0022400340,1
0022400343,2
0022400341,1
0022400344,1
0022400342,0
0022400339,0
0022400338,0
0022400335,0
0022400334,2
0022400337,0
0022400336,0
0022400333,0
0022400328,0
0022400332,0
0022400330,0
0022400331,1
0022400325,1
0022400329,1
0022400326,1
0022400327,0
0022400320,0
0022400323,0
0022400321,0
0022400324,0
0022400319,0
0022400322,0
0022400057,0
0022400054,0
0022400051,0
0022400060,0
0022400053,0
0022400055,0
0022400052,0
0022400058,0
0022400059,0
0022400050,0
0022400056,0
0022400318,0
0022400316,0
0022400315,0
0022400317,1
0022400307,0
0022400310,0
0022400311,0
0022400314,2
0022400308,0
0022400312,1
0022400313,1
0022400309,0
0022400306,0
0022400305,0
0022400303,0
0022400304,0
0022400300,0
0022400302,1
0022400301,0
0022400045,0
0022400046,1
0022400048,0
0022400044,0
0022400049,1
0022400041,0
0022400043,0
0022400040,0
0022400042,0
0022400047,0
0022400299,0
0022400296,0
0022400292,0
0022400297,0
0022400298,0
0022400288,0
0022400294,0
0022400295,0
0022400286,0
0022400287,1
0022400291,1
0022400289,0
0022400290,2
0022400293,0
0022400037,1
0022400035,0
0022400036,1
0022400038,0
0022400039,0
0022400284,0
0022400285,1
0022400280,0
0022400277,1
0022400278,0
0022400283,2
0022400282,0
0022400281,0
0022400279,2
0022400271,0
0022400272,0
0022400276,0
0022400275,0
0022400273,0
0022400274,0
0022400269,0
0022400267,0
0022400264,0
0022400270,0
0022400266,1
0022400265,0
0022400268,1
0022400032,0
0022400030,0
0022400027,0
0022400029,1
0022400033,1
0022400031,0
0022400034,0
0022400028,0
0022400263,1
0022400261,0
0022400260,0
0022400262,0
0022400254,1
0022400259,0
0022400252,0
0022400257,1
0022400255,0
0022400256,0
0022400258,0
0022400253,1
0022400023,0
0022400026,0
0022400022,0
0022400021,0
0022400025,0
0022400024,0
0022400246,0
0022400248,0
0022400249,0
0022400244,1
0022400250,1
0022400251,0
0022400245,0
0022400247,1
0022400242,0
0022400236,1
0022400239,0
0022400237,1
0022400238,0
0022400241,1
0022400243,0
0022400240,0
0022400235,0
0022400234,1
0022400230,1
0022400233,1
0022400231,0
0022400232,0
0022400229,1
0022400014,1
0022400012,1
0022400018,0
0022400017,0
0022400009,0
0022400019,0
0022400010,0
0022400013,0
0022400011,0
0022400015,1
0022400020,1
0022400016,0
0022400228,0
0022400225,1
0022400217,0
0022400223,2
0022400219,1
0022400227,0
0022400218,1
0022400220,1
0022400222,0
0022400226,1
0022400224,2
0022400221,0
0022400001,1
0022400007,0
0022400008,0
0022400002,1
0022400006,0
0022400004,0
0022400003,0
0022400005,0
0022400212,0
0022400215,1
0022400213,0
0022400214,0
0022400216,0
0022400207,0
0022400206,0
0022400209,0
0022400203,2
0022400211,0
0022400208,2
0022400205,0
0022400204,0
0022400210,0
0022400202,1
0022400201,0
0022400200,0
0022400197,1
0022400199,0
0022400198,1
0022400193,0
0022400184,0
0022400190,0
0022400195,1
0022400188,0
0022400196,0
0022400191,0
0022400192,0
0022400185,3
0022400186,0
0022400187,0
0022400189,0
0022400194,1
0022400183,0
0022400181,0
0022400182,1
0022400180,0
0022400169,1
0022400179,0
0022400171,1
0022400170,0
0022400172,0
0022400173,0
0022400177,1
0022400176,0
0022400175,0
0022400178,0
0022400174,0
0022400162,0
0022400159,0
0022400155,0
0022400166,1
0022400161,0
0022400163,0
0022400168,1
0022400167,0
0022400154,0
0022400160,0
0022400157,0
0022400165,1
0022400156,0
0022400158,0
0022400164,0
0022400153,0
0022400151,0
0022400152,0
0022400141,0
0022400147,0
0022400142,0
0022400150,0
0022400148,0
0022400146,0
0022400143,0
0022400145,2
0022400149,0
0022400144,0
0022400136,0
0022400138,1
0022400132,0
0022400135,0
0022400139,0
0022400140,0
0022400133,0
0022400134,0
0022400137,1
0022400128,1
0022400129,0
0022400130,0
0022400131,2
0022400126,0
0022400121,1
0022400127,0
0022400119,0
0022400117,0
0022400124,0
0022400123,0
0022400118,0
0022400125,0
0022400122,1
0022400120,0
0022400116,0
0022400115,0
0022400113,1
0022400114,0
0022400105,0
0022400112,0
0022400104,0
0022400106,0
0022400103,0
0022400102,1
0022400108,0
0022400109,0
0022400107,1
0022400111,0
0022400110,0
0022400100,0
0022400098,0
0022400097,1
0022400101,0
0022400099,0
0022400093,0
0022400089,0
0022400095,1
0022400088,0
0022400090,0
0022400094,0
0022400091,0
0022400096,2
0022400092,0
0022400087,1
0022400086,0
0022400083,0
0022400079,1
0022400077,0
0022400082,0
0022400078,0
0022400080,0
0022400085,0
0022400081,0
0022400084,0
0022400074,0
0022400076,0
0022400073,0
0022400075,0
0022400064,1
0022400063,0
0022400072,0
0022400071,0
0022400066,0
0022400065,0
0022400068,1
0022400070,0
0022400067,0
0022400069,0
0022400061,1
0022400062,1
