Season,Date,Score,Excitment,Tension,Comeback,MVP,LVP
2023,2023-12-28,"MEM 105, DEN 142",2.9,43.7,1.8,N. Joki?: +14.6%,X. Tillman: -6.7%
2023,2023-12-29,"PHI 131, HOU 127",9.6,89.7,7.0,J. Green: +42.4%,T. Harris: -5.1%
2023,2023-12-29,"TOR 118, BOS 120",8.8,72.0,3.6,L. Kornet: +35.6%,J. Holiday: -11.6%
2023,2023-12-29,"BKN 104, WAS 110",7.4,85.6,4.5,C. Kispert: +24.1%,C. Thomas: -7.0%
2023,2023-12-29,"SAC 117, ATL 110",7.1,73.1,16.9,D. Fox: +28.4%,D. Murray: -23.0%
2023,2023-12-29,"MIL 119, CLE 111",5.7,72.7,5.2,D. Lillard: +29.3%,C. LeVert: -19.5%
2023,2023-12-29,"MEM 106, LAC 117",4.9,62.6,1.5,I. Zubac: +15.3%,X. Tillman: -9.1%
2023,2023-12-29,"NYK 108, ORL 117",4.6,58.1,1.4,F. Wagner: +17.0%,J. Brunson: -12.8%
2023,2023-12-29,"SAS 128, POR 134",4.0,54.9,1.6,J. Grant: +12.6%,M. Branham: -7.8%
2023,2023-12-29,"CHA 119, PHX 133",3.9,57.9,1.5,T. Rozier: +24.5%,M. Bridges: -11.0%
2023,2023-12-29,"OKC 119, DEN 93",3.9,61.4,1.4,S. Gilgeous-Alexander: +24.2%,J. Williams: -7.2%
2023,2023-12-30,"MIA 109, UTA 117",8.1,90.1,2.4,K. George: +41.2%,O. Agbaji: -9.7%
2023,2023-12-30,"LAL 106, MIN 108",8.0,91.2,2.5,A. Edwards: +20.9%,A. Reaves: -17.6%
2023,2023-12-30,"TOR 127, DET 129",6.9,80.1,1.6,C. Cunningham: +33.0%,K. Hayes: -11.7%
2023,2023-12-30,"PHI 92, CHI 105",5.7,75.7,1.1,A. Caruso: +11.9%,A. Dosunmu: -8.9%
2023,2023-12-30,"DAL 132, GSW 122",5.5,63.4,1.3,L. Don?i?: +17.5%,K. Thompson: -12.1%
2023,2023-12-30,"NYK 126, IND 140",5.4,68.5,1.8,D. DiVincenzo: +24.8%,J. Randle: -5.7%
2023,2023-12-31,"ORL 107, PHX 112",6.6,82.9,1.2,K. Durant: +37.9%,J. Suggs: -20.5%
2023,2023-12-31,"ATL 130, WAS 126",5.8,69.5,2.5,J. Johnson: +23.1%,C. Capela: -6.8%
2023,2023-12-31,"BKN 108, OKC 124",5.7,71.8,2.0,C. Holmgren: +19.8%,D. Finney-Smith: -8.7%
2023,2023-12-31,"LAL 109, NOP 129",3.9,56.8,1.0,C. McCollum: +11.7%,M. Christie: -3.6%
2023,2023-12-31,"SAC 123, MEM 92",3.4,54.0,1.4,M. Monk: +21.2%,V. Williams Jr.: -2.9%
2023,2023-12-31,"BOS 134, SAS 101",2.8,44.6,1.0,J. Tatum: +13.4%,D. McDermott: -4.3%
2023,2024-01-01,"CLE 121, TOR 124",8.8,80.6,2.4,P. Siakam: +43.4%,D. Mitchell: -12.0%
2023,2024-01-01,"IND 122, MIL 113",7.6,82.3,11.3,T. McConnell: +22.9%,D. Lillard: -13.2%
2023,2024-01-01,"MIN 106, NYK 112",5.4,66.4,2.6,K. Towns: +11.1%,J. Brunson: -7.7%
2023,2024-01-01,"MIA 104, LAC 121",5.0,71.3,4.0,N. Powell: +18.6%,T. Herro: -6.3%
2023,2024-01-01,"DAL 90, UTA 127",4.8,64.3,1.2,J. Hardy: +15.8%,L. Don?i?: -14.0%
2023,2024-01-01,"DET 113, HOU 136",3.9,57.9,1.1,A. Sengun: +11.4%,C. Cunningham: -25.4%
2023,2024-01-01,"POR 88, PHX 109",3.8,58.1,2.3,J. Nurki?: +13.7%,D. Booker: -18.9%
2023,2024-01-01,"CHA 93, DEN 111",3.5,57.9,1.6,M. Porter Jr.: +11.8%,B. Miller: -11.1%
2023,2024-01-02,"CHA 111, SAC 104",9.1,92.0,6.2,T. Rozier: +38.5%,D. Sabonis: -18.9%
2023,2024-01-02,"ORL 115, GSW 121",7.5,85.7,1.8,S. Curry: +29.0%,J. Suggs: -21.2%
2023,2024-01-02,"BOS 123, OKC 127",5.8,70.2,1.4,S. Gilgeous-Alexander: +29.2%,J. Brown: -18.6%
2023,2024-01-02,"SAS 98, MEM 106",4.8,68.8,1.4,D. Bane: +17.0%,C. Osman: -10.8%
2023,2024-01-02,"BKN 85, NOP 112",1.9,31.4,1.0,B. Ingram: +9.7%,C. Thomas: -8.5%
2023,2024-01-02,"CHI 97, PHI 110",1.7,28.1,1.0,K. Oubre Jr.: +12.8%,T. Taylor: -5.2%
2023,2024-01-03,"ORL 135, SAC 138",16.0,87.7,6.4,P. Banchero: +101.9%,D. Fox: -30.3%
2023,2024-01-03,"DET 148, UTA 154",11.7,84.4,6.2,A. Burks: +70.8%,I. Livers: -10.7%
2023,2024-01-03,"CHI 100, NYK 116",6.7,83.4,3.0,D. DeRozan: +34.5%,P. Williams: -16.2%
2023,2024-01-03,"MIA 110, LAL 96",6.0,77.2,1.1,A. Davis: +11.8%,T. Prince: -15.9%
2023,2024-01-03,"BKN 101, HOU 112",5.4,70.1,1.8,A. Sengun: +17.8%,D. Finney-Smith: -12.0%
2023,2024-01-03,"MIL 130, IND 142",5.2,66.0,1.8,T. Haliburton: +16.1%,D. Lillard: -10.9%
2023,2024-01-03,"TOR 116, MEM 111",4.7,63.3,1.9,I. Quickley: +15.2%,M. Smart: -16.7%
2023,2024-01-03,"OKC 138, ATL 141",4.5,57.0,1.0,B. Bogdanovi?: +20.3%,I. Joe: -3.5%
2023,2024-01-03,"WAS 101, CLE 140",3.9,54.5,1.4,M. Strus: +24.6%,B. Coulibaly: -8.6%
2023,2024-01-03,"LAC 131, PHX 122",3.4,48.9,1.0,P. George: +16.9%,R. Westbrook: -0.8%
2023,2024-01-03,"NOP 117, MIN 106",3.1,52.4,1.1,Z. Williamson: +9.1%,K. Anderson: -3.1%
2023,2024-01-03,"POR 97, DAL 126",2.0,36.2,1.0,K. Irving: +10.4%,S. Henderson: -9.1%
2023,2024-01-04,"MIL 125, SAS 121",9.2,92.2,4.6,G. Antetokounmpo: +100.4%,B. Lopez: -18.7%
2023,2024-01-04,"DEN 130, GSW 127",6.5,77.6,475.2,N. Joki?: +72.9%,R. Jackson: -10.7%
2023,2024-01-05,"ORL 122, DEN 120",9.0,83.9,16.6,J. Suggs: +23.4%,K. Caldwell-Pope: -25.7%
2023,2024-01-05,"DET 109, GSW 113",8.3,86.5,1.4,S. Curry: +35.9%,J. Ivey: -12.5%
2023,2024-01-05,"MEM 127, LAL 113",7.0,85.5,3.8,J. Jackson Jr.: +39.2%,M. Christie: -7.9%
2023,2024-01-05,"TOR 130, SAC 135",5.6,61.7,1.1,T. Lyles: +16.2%,P. Siakam: -7.0%
2023,2024-01-05,"CHA 91, CHI 104",4.9,74.6,1.5,M. Bridges: +16.2%,N. Richards: -12.0%
2023,2024-01-05,"MIN 122, HOU 95",4.1,58.7,1.4,J. McDaniels: +11.3%,C. Whitmore: -9.7%
2023,2024-01-05,"MIA 97, PHX 113",3.8,57.7,1.4,G. Allen: +23.3%,K. Lowry: -11.0%
2023,2024-01-05,"NYK 128, PHI 92",3.5,52.5,2.1,J. Brunson: +18.7%,J. Randle: -11.6%
2023,2024-01-05,"POR 103, DAL 139",3.2,49.1,1.3,J. Green: +9.5%,A. Simons: -10.1%
2023,2024-01-05,"LAC 111, NOP 95",3.0,50.4,2.0,P. George: +15.7%,B. Ingram: -6.8%
2023,2024-01-05,"WAS 90, CLE 114",2.8,44.9,1.0,D. Mitchell: +12.9%,K. Kuzma: -14.6%
2023,2024-01-05,"ATL 116, IND 150",2.2,38.0,1.4,O. Toppin: +9.0%,T. Young: -14.3%
2023,2024-01-05,"OKC 115, BKN 124",2.1,34.5,1.1,C. Thomas: +6.8%,K. Williams: -6.6%
2023,2024-01-05,"UTA 97, BOS 126",1.6,27.1,1.0,S. Hauser: +6.4%,J. Clarkson: -12.7%
2023,2024-01-06,"BOS 118, IND 101",5.7,71.7,1.0,J. Tatum: +26.4%,A. Nesmith: -10.0%
2023,2024-01-06,"UTA 120, PHI 109",5.6,77.1,1.3,L. Markkanen: +27.3%,N. Batum: -11.8%
2023,2024-01-06,"MIL 108, HOU 112",4.2,56.7,1.3,G. Antetokounmpo: +14.1%,K. Middleton: -6.4%
2023,2024-01-06,"NYK 121, WAS 105",4.0,53.0,1.0,J. Brunson: +18.2%,T. Jones: -10.6%
2023,2024-01-07,"POR 134, BKN 127",11.6,88.1,5.3,M. Bridges: +82.8%,D. Finney-Smith: -16.8%
2023,2024-01-07,"MEM 121, PHX 115",10.4,89.0,13.7,D. Bane: +37.3%,B. Beal: -23.8%
2023,2024-01-07,"ATL 110, ORL 117",10.0,85.7,3.1,C. Houstan: +34.1%,C. Anthony: -34.3%
2023,2024-01-07,"LAC 103, LAL 106",9.2,91.0,2.0,T. Prince: +29.9%,J. Harden: -23.4%
2023,2024-01-07,"MIN 108, DAL 115",9.1,88.6,6.3,K. Irving: +27.2%,R. Gobert: -33.1%
2023,2024-01-07,"SAS 115, CLE 117",6.6,78.6,2.9,C. LeVert: +27.0%,D. Mitchell: -11.7%
2023,2024-01-07,"DET 114, DEN 131",4.0,56.9,1.4,J. Murray: +23.9%,J. Ivey: -11.2%
2023,2024-01-07,"TOR 133, GSW 118",3.3,47.3,1.0,R. Barrett: +22.8%,S. Curry: -8.1%
2023,2024-01-07,"NOP 133, SAC 100",1.9,35.3,1.0,C. McCollum: +9.9%,D. Fox: -7.8%
2023,2024-01-08,"BOS 131, IND 133",10.8,92.5,4.0,B. Mathurin: +58.9%,T. McConnell: -3.6%
2023,2024-01-08,"CHI 119, CHA 112",9.1,85.1,1.6,T. Rozier: +38.4%,D. DeRozan: -23.7%
2023,2024-01-08,"OKC 136, WAS 128",6.4,73.4,1.2,C. Holmgren: +32.1%,L. Dort: -4.3%
2023,2024-01-08,"HOU 113, MIA 120",5.9,72.2,1.2,K. Love: +14.4%,N. Jovi?: -12.7%
2023,2024-01-08,"PHX 111, LAC 138",4.8,68.2,1.5,K. Durant: +18.6%,D. Theis: -2.9%
2023,2024-01-08,"UTA 132, MIL 116",3.1,42.9,1.0,K. George: +14.0%,G. Antetokounmpo: -5.6%
2023,2024-01-09,"TOR 131, LAL 132",10.2,91.0,3.6,A. Davis: +71.8%,J. Vanderbilt: -9.5%
2023,2024-01-09,"SAC 131, DET 110",6.1,71.3,7.4,K. Murray: +31.5%,K. Hayes: -20.6%
2023,2024-01-09,"MEM 120, DAL 103",3.8,56.0,1.6,M. Smart: +15.4%,G. Williams: -4.8%
2023,2024-01-09,"MIN 113, ORL 92",2.2,38.7,1.0,K. Towns: +13.9%,P. Banchero: -11.2%
2023,2024-01-09,"POR 84, NYK 112",2.1,35.7,1.0,O. Anunoby: +11.0%,M. Brogdon: -5.2%
2023,2024-01-10,"PHI 132, ATL 139",12.5,91.8,12.5,J. Johnson: +72.6%,T. Young: -15.6%
2023,2024-01-10,"MIN 120, BOS 127",10.3,88.1,54.9,J. Tatum: +53.1%,J. McDaniels: -7.1%
2023,2024-01-10,"HOU 119, CHI 124",8.7,74.7,11.2,C. White: +41.4%,D. DeRozan: -10.2%
2023,2024-01-10,"TOR 120, LAC 126",7.0,85.9,2.5,P. George: +44.5%,R. Westbrook: -5.6%
2023,2024-01-10,"OKC 128, MIA 120",6.0,76.3,2.2,H. Highsmith: +20.8%,D. Robinson: -9.4%
2023,2024-01-10,"WAS 104, IND 112",5.9,76.4,1.7,T. McConnell: +13.2%,A. Nembhard: -21.0%
2023,2024-01-10,"SAC 123, CHA 98",3.4,48.1,1.6,K. Murray: +18.1%,C. Jones: -2.8%
2023,2024-01-10,"SAS 130, DET 108",3.2,51.7,1.1,K. Johnson: +11.0%,J. Ivey: -7.2%
2023,2024-01-10,"NOP 141, GSW 105",3.1,44.8,1.0,J. Valan?i?nas: +11.9%,B. Podziemski: -4.9%
2023,2024-01-10,"DEN 111, UTA 124",3.0,47.3,1.1,J. Clarkson: +12.1%,M. Porter Jr.: -5.3%
2023,2024-01-11,"NYK 124, DAL 128",5.2,53.3,1.0,J. Green: +21.2%,T. Hardaway Jr.: -8.5%
2023,2024-01-11,"PHX 127, LAL 109",3.1,48.0,1.0,D. Booker: +15.2%,L. James: -9.9%
2023,2024-01-11,"BKN 102, CLE 111",3.1,41.9,1.0,D. Mitchell: +12.5%,M. Bridges: -7.9%
2023,2024-01-11,"POR 77, OKC 139",2.1,37.1,1.3,J. Williams: +11.5%,A. Simons: -14.3%
2023,2024-01-11,"BOS 102, MIL 135",1.6,29.4,1.0,B. Portis: +8.5%,J. Brown: -7.7%
2023,2024-01-12,"ORL 96, MIA 99",9.1,92.0,2.9,M. Wagner: +27.2%,P. Banchero: -37.0%
2023,2024-01-12,"HOU 112, DET 110",8.7,89.3,7.5,F. VanVleet: +53.9%,J. Ivey: -32.2%
2023,2024-01-12,"GSW 140, CHI 131",6.3,73.8,5.4,D. DeRozan: +35.9%,D. Terry: -10.5%
2023,2024-01-12,"IND 126, ATL 108",4.1,58.7,1.3,D. Murray: +14.8%,T. Young: -14.3%
2023,2024-01-12,"LAC 128, MEM 119",3.8,53.2,1.8,P. George: +14.5%,Z. Williams: -9.5%
2023,2024-01-12,"SAC 93, PHI 112",3.5,48.8,1.1,T. Harris: +19.9%,M. Monk: -7.2%
2023,2024-01-12,"TOR 113, UTA 145",3.4,51.1,1.3,S. Fontecchio: +8.1%,R. Barrett: -14.5%
2023,2024-01-12,"NOP 113, DEN 125",3.1,46.6,1.4,N. Joki?: +14.6%,B. Ingram: -4.7%
2023,2024-01-12,"CHA 99, SAS 135",2.8,47.0,1.1,D. McDermott: +11.2%,I. Smith: -7.4%
2023,2024-01-12,"POR 93, MIN 116",2.3,40.3,1.0,R. Gobert: +14.7%,A. Simons: -5.5%
2023,2024-01-13,"CHI 122, SAS 116",8.8,82.8,5.1,N. Vu?evi?: +29.8%,D. Vassell: -31.6%
2023,2024-01-13,"GSW 118, MIL 129",7.6,85.5,2.8,K. Middleton: +42.0%,A. Wiggins: -3.1%
2023,2024-01-13,"LAL 125, UTA 132",7.1,83.8,3.6,K. George: +26.4%,A. Davis: -20.3%
2023,2024-01-13,"NOP 118, DAL 108",6.6,81.1,1.8,D. Jones Jr.: +25.0%,G. Williams: -12.1%
2023,2024-01-13,"ORL 100, OKC 112",5.5,68.8,1.2,S. Gilgeous-Alexander: +28.8%,M. Wagner: -10.3%
2023,2024-01-13,"NYK 106, MEM 94",5.4,73.5,1.9,M. McBride: +12.3%,J. Randle: -12.0%
2023,2024-01-13,"WAS 127, ATL 99",3.9,51.3,1.3,D. Gafford: +7.7%,J. Johnson: -7.5%
2023,2024-01-13,"HOU 113, BOS 145",3.6,50.6,1.6,J. Tatum: +22.1%,J. Smith Jr.: -5.8%
2023,2024-01-14,"SAC 142, MIL 143",11.3,84.6,124.0,D. Lillard: +88.4%,K. Murray: -6.7%
2023,2024-01-14,"IND 109, DEN 117",6.4,83.3,1.6,M. Porter Jr.: +25.4%,T. McConnell: -10.8%
2023,2024-01-14,"PHX 127, POR 116",5.8,72.9,1.9,D. Booker: +22.3%,T. Camara: -4.7%
2023,2024-01-14,"LAC 105, MIN 109",4.9,67.3,1.2,N. Powell: +19.3%,R. Westbrook: -12.4%
2023,2024-01-14,"CHA 87, MIA 104",3.2,50.3,1.0,B. Adebayo: +8.5%,C. Martin: -8.7%
2023,2024-01-15,"MIA 96, BKN 95",10.7,84.8,21.5,T. Herro: +55.4%,B. Adebayo: -23.6%
2023,2024-01-15,"NOP 120, DAL 125",8.6,86.0,7.2,T. Hardaway Jr.: +45.4%,B. Ingram: -18.2%
2023,2024-01-15,"ORL 98, NYK 94",8.0,87.0,7.0,C. Okeke: +20.3%,J. Suggs: -17.1%
2023,2024-01-15,"GSW 107, MEM 116",7.2,83.4,2.9,G. Jackson: +30.4%,J. Jackson Jr.: -11.2%
2023,2024-01-15,"DET 129, WAS 117",6.7,81.8,2.0,A. Burks: +47.3%,K. Knox II: -4.6%
2023,2024-01-15,"OKC 105, LAL 112",6.2,81.3,2.0,J. Williams: +14.5%,I. Joe: -12.0%
2023,2024-01-15,"BOS 105, TOR 96",6.0,79.6,2.8,J. Holiday: +10.1%,S. Barnes: -12.8%
2023,2024-01-15,"CHI 91, CLE 109",5.0,60.9,1.3,D. Mitchell: +21.8%,C. White: -18.1%
2023,2024-01-15,"IND 105, UTA 132",3.2,50.9,1.0,C. Sexton: +13.1%,I. Jackson: -4.7%
2023,2024-01-15,"HOU 115, PHI 124",2.7,39.8,1.1,J. Embiid: +13.9%,J. Green: -7.8%
2023,2024-01-15,"SAS 99, ATL 109",2.5,33.0,1.0,T. Young: +8.3%,K. Johnson: -12.3%
2023,2024-01-16,"OKC 117, LAC 128",8.0,85.4,1.2,P. George: +67.1%,C. Holmgren: -12.0%
2023,2024-01-16,"DEN 121, PHI 126",6.9,85.4,3.2,T. Harris: +36.9%,J. Murray: -6.4%
2023,2024-01-16,"SAC 117, PHX 119",5.3,55.9,2499.0,K. Durant: +51.3%,M. Monk: -9.6%
2023,2024-01-17,"ORL 104, ATL 106",10.5,96.6,2.8,D. Murray: +46.6%,S. Bey: -18.8%
2023,2024-01-17,"BKN 103, POR 105",9.7,94.5,7.3,A. Simons: +53.6%,S. Henderson: -17.4%
2023,2024-01-17,"MIN 124, DET 117",5.7,75.4,1.4,J. McDaniels: +23.6%,M. Sasser: -12.6%
2023,2024-01-17,"HOU 94, NYK 109",5.1,74.0,1.3,J. Brunson: +10.5%,A. Sengun: -11.9%
2023,2024-01-17,"CHA 112, NOP 132",4.6,61.5,1.2,T. Rozier: +14.5%,M. Bridges: -12.8%
2023,2024-01-17,"DAL 110, LAL 127",4.2,64.8,1.6,A. Davis: +21.2%,T. Hardaway Jr.: -11.9%
2023,2024-01-17,"SAS 98, BOS 117",2.7,43.4,1.1,J. Holiday: +8.2%,T. Jones: -4.0%
2023,2024-01-17,"MIL 95, CLE 135",1.9,36.0,1.0,G. Niang: +16.7%,K. Middleton: -9.1%
2023,2024-01-17,"MIA 97, TOR 121",1.7,29.0,1.0,G. Dick: +9.3%,T. Herro: -5.8%
2023,2024-01-18,"CHI 116, TOR 110",8.0,89.9,2.9,B. Brown: +26.4%,G. Trent Jr.: -15.7%
2023,2024-01-18,"WAS 109, NYK 113",7.4,85.3,1.7,J. Brunson: +41.9%,T. Jones: -10.2%
2023,2024-01-18,"OKC 134, UTA 129",6.9,75.4,1.0,J. Williams: +34.0%,K. George: -10.6%
2023,2024-01-18,"MEM 103, MIN 118",6.8,86.8,3.1,L. Kennard: +30.9%,S. Aldama: -9.2%
2023,2024-01-18,"IND 126, SAC 121",5.5,68.6,1.4,K. Huerter: +24.6%,M. Monk: -6.8%
2023,2024-01-19,"ATL 109, MIA 108",9.7,92.2,39.6,D. Murray: +44.7%,K. Love: -22.3%
2023,2024-01-19,"DEN 102, BOS 100",9.1,93.2,3.7,J. Murray: +32.9%,J. Tatum: -27.0%
2023,2024-01-19,"SAS 120, CHA 124",7.8,85.6,1.1,L. Ball: +44.0%,T. Rozier: -19.7%
2023,2024-01-19,"IND 115, POR 118",6.9,78.5,1.7,J. Grant: +23.2%,B. Mathurin: -17.1%
2023,2024-01-19,"BKN 130, LAL 112",5.1,65.8,3.5,C. Thomas: +20.5%,R. Hachimura: -14.6%
2023,2024-01-19,"PHI 124, ORL 109",4.6,68.1,1.5,T. Maxey: +19.6%,C. Anthony: -15.3%
2023,2024-01-19,"PHX 123, NOP 109",2.5,41.7,1.1,D. Booker: +27.4%,J. Nurki?: -4.8%
2023,2024-01-20,"UTA 126, HOU 127",13.8,87.4,11.1,A. Sengun: +46.0%,C. Sexton: -38.8%
2023,2024-01-20,"SAS 131, WAS 127",9.9,87.8,54.9,J. Sochan: +67.5%,K. Kuzma: -22.8%
2023,2024-01-20,"MIL 141, DET 135",8.6,86.4,2.7,D. Lillard: +42.9%,J. Ivey: -13.2%
2023,2024-01-20,"OKC 102, MIN 97",8.3,84.2,12.8,S. Gilgeous-Alexander: +44.5%,M. Conley: -32.3%
2023,2024-01-20,"PHI 97, CHA 89",6.4,84.3,2.0,B. Miller: +14.9%,C. Martin: -17.9%
2023,2024-01-20,"TOR 100, NYK 126",4.4,60.7,2.2,R. Barrett: +15.5%,S. Barnes: -13.2%
2023,2024-01-20,"MEM 96, CHI 125",3.9,56.9,1.4,L. Kennard: +7.5%,J. Konchar: -8.4%
2023,2024-01-20,"CLE 116, ATL 95",2.9,49.5,1.0,G. Niang: +9.8%,S. Bey: -11.4%
2023,2024-01-21,"IND 110, PHX 117",8.3,86.8,1.7,K. Durant: +50.4%,P. Siakam: -25.1%
2023,2024-01-21,"BOS 116, HOU 107",6.1,69.5,1.0,K. Porzi??is: +15.3%,A. Sengun: -12.2%
2023,2024-01-21,"BKN 114, LAC 125",5.9,67.5,63.9,K. Leonard: +18.3%,C. Thomas: -18.0%
2023,2024-01-21,"DEN 113, WAS 104",4.8,64.5,1.5,N. Joki?: +29.1%,C. Kispert: -9.5%
2023,2024-01-21,"MIA 87, ORL 105",4.6,67.1,1.4,P. Banchero: +16.5%,K. Lowry: -8.3%
2023,2024-01-21,"POR 110, LAL 134",3.4,50.0,1.0,D. Russell: +20.8%,S. Henderson: -1.9%
2023,2024-01-22,"MIL 122, DET 113",8.2,90.3,2.1,K. Middleton: +27.0%,J. Crowder: -6.3%
2023,2024-01-22,"CHA 128, MIN 125",7.8,80.3,39.5,B. Miller: +32.7%,L. Ball: -11.6%
2023,2024-01-22,"CHI 113, PHX 115",7.6,67.5,44.0,K. Durant: +92.2%,N. Vu?evi?: -5.7%
2023,2024-01-22,"BOS 119, DAL 110",5.0,64.9,1.7,J. Tatum: +22.0%,D. White: -8.0%
2023,2024-01-22,"SAS 123, PHI 133",4.8,65.9,1.7,J. Embiid: +41.1%,Z. Collins: -11.2%
2023,2024-01-22,"MEM 108, TOR 100",4.6,61.4,1.0,L. Kennard: +10.4%,I. Quickley: -11.9%
2023,2024-01-22,"ATL 107, SAC 122",4.0,54.4,1.1,H. Barnes: +15.2%,J. Johnson: -10.3%
2023,2024-01-22,"CLE 126, ORL 99",1.9,34.1,1.0,S. Merrill: +16.9%,J. Suggs: -4.8%
2023,2024-01-23,"POR 109, OKC 111",10.1,93.3,8.9,S. Gilgeous-Alexander: +35.9%,M. Brogdon: -37.0%
2023,2024-01-23,"NYK 108, BKN 103",9.1,89.5,6.5,J. Randle: +27.3%,D. Smith Jr.: -34.2%
2023,2024-01-23,"DEN 114, IND 109",7.4,83.2,4.7,N. Joki?: +55.2%,M. Turner: -12.0%
2023,2024-01-23,"LAL 116, LAC 127",6.6,76.1,1.0,N. Powell: +19.6%,J. Vanderbilt: -11.8%
2023,2024-01-23,"UTA 124, NOP 153",3.7,49.6,1.3,C. McCollum: +22.8%,L. Markkanen: -8.1%
2023,2024-01-24,"POR 137, HOU 131",10.1,86.4,58.9,J. Grant: +56.7%,F. VanVleet: -5.9%
2023,2024-01-24,"CHA 106, DET 113",9.1,92.3,4.4,J. Duren: +30.8%,L. Ball: -42.1%
2023,2024-01-24,"MEM 105, MIA 96",6.7,79.8,1.8,V. Williams Jr.: +33.7%,J. Jackson Jr.: -25.5%
2023,2024-01-24,"ATL 112, GSW 134",5.9,76.3,1.8,J. Kuminga: +24.6%,G. Mathews: -11.0%
2023,2024-01-24,"MIN 118, WAS 107",5.8,77.0,2.0,D. Avdija: +15.8%,J. Poole: -18.5%
2023,2024-01-24,"CLE 116, MIL 126",4.8,63.8,1.0,G. Antetokounmpo: +22.6%,D. Mitchell: -19.6%
2023,2024-01-24,"PHX 132, DAL 109",4.1,60.4,5.6,D. Booker: +25.9%,G. Williams: -5.2%
2023,2024-01-24,"OKC 140, SAS 114",3.8,55.7,1.1,S. Gilgeous-Alexander: +15.4%,J. Sochan: -11.7%
2023,2024-01-25,"SAC 134, GSW 133",10.2,92.3,2.8,H. Barnes: +47.0%,K. Huerter: -27.1%
2023,2024-01-25,"MIN 96, BKN 94",6.8,80.9,1.9,K. Towns: +18.8%,A. Edwards: -15.9%
2023,2024-01-25,"UTA 123, WAS 108",4.3,63.3,1.9,D. Gafford: +12.9%,K. Kuzma: -9.8%
2023,2024-01-25,"CHI 132, LAL 141",3.7,53.6,1.4,A. Reaves: +18.4%,P. Williams: -7.2%
2023,2024-01-25,"BOS 143, MIA 110",3.1,51.2,1.1,K. Porzi??is: +15.2%,C. Martin: -3.6%
2023,2024-01-25,"PHI 122, IND 134",3.0,46.2,1.0,A. Nesmith: +13.1%,A. Nembhard: -7.0%
2023,2024-01-25,"DEN 84, NYK 122",2.2,40.6,1.0,D. DiVincenzo: +8.7%,J. Murray: -7.4%
2023,2024-01-26,"PHX 131, IND 133",9.4,80.0,13.6,D. Booker: +53.0%,B. Beal: -23.0%
2023,2024-01-26,"ORL 106, MEM 107",8.0,85.3,1.8,W. Carter Jr.: +15.7%,J. Ingles: -29.2%
2023,2024-01-26,"DAL 148, ATL 143",6.9,77.7,1.8,L. Don?i?: +74.5%,D. Jones Jr.: -0.7%
2023,2024-01-26,"CLE 112, MIL 100",6.1,78.4,2.1,D. Wade: +12.8%,K. Middleton: -16.3%
2023,2024-01-26,"POR 100, SAS 116",5.2,73.0,1.9,J. Sochan: +25.3%,K. Murray: -11.8%
2023,2024-01-26,"OKC 107, NOP 83",4.5,69.8,1.4,C. Holmgren: +14.5%,T. Murphy III: -9.4%
2023,2024-01-26,"HOU 138, CHA 104",4.1,63.9,1.4,J. Green: +18.4%,L. Black: -5.8%
2023,2024-01-26,"LAC 127, TOR 107",3.6,52.1,1.2,P. George: +12.9%,S. Barnes: -6.7%
2023,2024-01-27,"LAL 145, GSW 144",16.3,86.1,21.1,S. Curry: +89.5%,A. Davis: -14.4%
2023,2024-01-27,"MIN 112, SAS 113",8.4,84.2,8.7,A. Edwards: +33.0%,K. Towns: -21.5%
2023,2024-01-27,"PHI 105, DEN 111",7.4,88.7,1.4,P. Reed: +23.5%,K. Caldwell-Pope: -8.4%
2023,2024-01-27,"WAS 118, DET 104",7.3,86.1,2.5,B. Bogdanovi?: +17.5%,C. Cunningham: -15.5%
2023,2024-01-27,"MIA 109, NYK 125",5.4,73.0,2.1,J. Butler: +25.7%,T. Rozier: -10.7%
2023,2024-01-27,"HOU 104, BKN 106",4.1,39.7,1.0,C. Thomas: +18.3%,F. VanVleet: -10.7%
2023,2024-01-27,"SAC 120, DAL 115",3.9,56.1,1.6,D. Fox: +13.0%,L. Don?i?: -8.6%
2023,2024-01-27,"NOP 117, MIL 141",3.0,43.7,1.6,B. Portis: +16.7%,M. Beasley: -5.8%
2023,2024-01-27,"LAC 115, BOS 96",2.9,47.2,1.3,K. Leonard: +7.9%,D. White: -10.0%
2023,2024-01-27,"UTA 134, CHA 122",1.9,30.1,1.0,L. Markkanen: +18.7%,I. Smith: -3.8%
2023,2024-01-28,"TOR 125, ATL 126",12.3,90.8,14.7,S. Bey: +68.8%,D. Schröder: -12.4%
2023,2024-01-28,"MEM 110, IND 116",8.4,88.4,2.0,J. Smith: +35.5%,S. Pippen Jr.: -12.8%
2023,2024-01-28,"PHX 98, ORL 113",7.1,84.8,4.0,D. Booker: +34.0%,B. Beal: -33.8%
2023,2024-01-28,"CHI 104, POR 96",6.7,82.5,1.2,D. DeRozan: +26.6%,J. Walker: -14.4%
2023,2024-01-28,"OKC 104, DET 120",4.6,68.5,2.4,S. Gilgeous-Alexander: +12.5%,J. Williams: -6.0%
2023,2024-01-29,"ORL 129, DAL 131",9.0,79.8,10.7,T. Hardaway Jr.: +66.7%,J. Green: -5.2%
